,Height,Weight,Grade
2122,169.781503073,62.0101474462,D
2123,165.852844221,60.2083795578,D
2124,170.268553142,62.1149247305,A
2125,161.497801966,55.9331187164,B
2126,188.088306969,75.537589506,E
2127,177.971573141,69.4263710784,D
2128,177.080072615,69.1950183095,A
2129,162.366276091,57.467474148,D
2130,167.495638166,59.9538400518,D
2131,165.850735155,59.6517396653,D
2132,165.641719353,60.457268133,D
2133,168.483709107,61.3378232437,B
2134,164.637634228,59.9839736208,E
2135,166.37326293,59.1919543754,D
2136,174.726112945,66.9065357185,D
2137,176.023317028,66.8408814002,D
2138,182.019862901,71.420117637,D
2139,170.268192415,62.9345101773,C
2140,180.28301125,68.8918315958,C
2141,172.474971761,64.5344203223,E
2142,177.789912378,68.3397217153,A
2143,173.238098888,65.4236475881,D
2144,180.394356331,69.4397159533,C
2145,168.932081812,60.5050385563,E
2146,173.292796893,66.7963984443,D
2147,169.704753875,61.5919248963,E
2148,175.46452428,66.8555149051,B
2149,168.719353919,62.1975138726,E
2150,184.638917884,73.3107790096,C
2151,167.583428479,60.7453585151,D
2152,165.30211506,59.4369120207,C
2153,160.851363082,56.5772853971,A
2154,181.16522612,69.1113686957,E
2155,171.20794921,63.3349036584,A
2156,179.049805123,70.7157567802,D
2157,164.144884817,58.7918172216,C
2158,172.878282986,66.6806810839,D
2159,165.768007709,61.2940908226,A
2160,169.898190346,62.4947962608,C
2161,176.822843533,67.1675162518,E
2162,173.93683533,67.0912694863,B
2163,169.674114673,62.096474146,C
2164,174.974575536,66.5255282428,D
2165,170.38865117,62.8273137571,C
2166,170.742510747,62.9565313813,D
2167,169.706445692,61.9499068602,D
2168,170.348207048,63.2405627709,B
2169,170.56215427,61.9375774349,B
2170,169.054209776,61.8691727158,C
2171,166.299937123,60.8458365871,D
2172,164.162752725,58.3167577261,C
2173,165.22801864,59.7113056448,D
2174,169.676245497,62.6807711995,C
2175,176.292855527,67.6018473215,B
2176,162.309941505,57.9456188881,C
2177,169.165810544,63.262674749,D
2178,168.647832408,62.4454290023,E
2179,165.085225107,59.1089023554,B
2180,179.23174028,70.3998488078,B
2181,180.318327005,70.2596109088,C
2182,171.298284423,62.9332930766,C
2183,168.734979093,61.036640238,C
2184,166.416166579,61.9733535781,D
2185,167.380206085,62.7729950713,E
2186,172.102568158,64.5864131618,C
2187,165.044924477,58.6492385934,E
2188,173.464995294,64.5977951289,D
2189,173.655743761,65.5054766273,E
2190,174.780039984,66.9237840907,A
2191,168.712081637,62.883107362,D
2192,170.610737985,62.6296131434,D
2193,186.76404094,74.4579363316,D
2194,181.608063255,70.8409382584,C
2195,178.39223763,68.6142053985,C
2196,158.337665134,55.633172834,E
2197,170.218700013,62.6812809369,E
2198,169.682571774,62.8889313543,C
2199,171.123296615,63.7433558084,B
2200,171.830477145,66.1842011448,D
2201,173.124571417,64.3676215796,D
2202,170.212389903,62.1002326513,C
2203,178.104033783,68.4791073988,E
2204,179.669263292,69.041554613,C
2205,172.417526145,63.1664363472,B
2206,175.825859361,66.4609047547,A
2207,184.769687247,74.1004645307,B
2208,170.448081018,63.8863380607,D
2209,165.414788317,59.387584671,D
2210,180.751151888,72.3676882485,C
2211,163.598194043,58.5333748688,D
2212,170.630741702,62.3621050911,D
2213,183.249300432,73.021192231,E
2214,172.420965634,64.9548391344,B
2215,181.901649026,71.8649187675,C
2216,184.231242485,72.0569314736,B
2217,166.374067657,60.8195775435,C
2218,184.24555775,72.8214429504,B
2219,164.40031752,57.2870878693,A
2220,176.690699067,68.6033214097,E
2221,170.325729778,63.3181681697,C
2222,161.864114379,56.5505190553,D
2223,170.257582589,64.5636530412,A
2224,166.960926417,59.4938361869,E
2225,172.819504235,65.7374515603,C
2226,175.149318195,66.3585852313,E
2227,175.190868059,67.0540842735,A
2228,165.860306596,61.1621041465,B
2229,173.617939176,64.2626157145,C
2230,174.188309167,67.517020449,E
2231,176.217771581,68.4988012122,D
2232,160.286168617,55.3856996366,B
2233,171.260050712,64.2412642131,E
2234,165.117369119,58.9930398228,E
2235,171.042368015,64.9684325884,D
2236,160.773407078,56.9859108157,B
2237,170.9604503,63.9388812367,D
2238,171.043768559,62.6582276618,E
2239,178.953733531,67.841142654,E
2240,163.87842208,60.2585005705,C
2241,169.555761339,63.9082262826,B
2242,159.780939143,55.6524514847,C
2243,175.116219791,65.2159555697,D
2244,172.811632196,65.6795371145,C
2245,164.516534494,59.427103368,A
2246,174.366056277,64.8164273401,E
2247,164.007149939,57.8591983695,B
2248,162.579929584,57.1854004686,E
2249,173.846283162,66.2264166128,C
2250,171.968739107,65.2004437987,D
2251,173.120450468,63.0695250215,E
2252,168.338032401,64.0123831091,C
2253,159.540543312,56.5759634687,B
2254,171.223532903,64.3732967584,C
2255,164.967012516,59.1394306962,D
2256,173.09345946,65.4239269562,D
2257,170.674217987,62.8074372707,B
2258,176.250304925,66.2075224675,B
2259,169.153037272,61.1881489821,A
2260,173.238137465,65.7765041243,B
2261,173.965082426,65.4429595713,C
2262,183.088146069,72.8273912516,E
2263,181.436782688,69.5330863735,B
2264,171.437605222,64.3469354431,D
2265,170.747399181,63.0553564609,C
2266,165.369301069,58.4084421919,C
2267,172.577291051,64.431817063,B
2268,173.730493837,64.4084227443,C
2269,174.800885957,67.1528761441,A
2270,173.011228751,65.3578636989,A
2271,171.726049217,64.9050152813,C
2272,179.693999353,68.4102853027,E
2273,178.290187341,70.1241177722,D
2274,177.836858025,67.59224461,E
2275,180.178855307,71.2673071333,E
2276,175.043978827,66.3523221108,E
2277,176.960606793,67.5133506002,C
2278,174.446592115,66.3435625897,D
2279,178.721169394,70.0689686279,E
2280,164.572362554,59.8200048297,C
2281,178.652517225,68.9526842599,D
2282,175.113113262,66.7470978107,D
2283,166.946342373,60.9571526058,D
2284,173.687748893,65.5374105973,E
2285,175.542997117,67.3510759514,A
2286,177.378267296,66.3393117389,B
2287,174.130797387,65.6689588957,B
2288,169.536428929,61.8989345372,D
2289,171.794848858,63.4224002959,A
2290,167.488050128,62.931614067,C
2291,171.388363931,63.8472821028,D
2292,170.808989571,62.9267877103,E
2293,170.348093264,64.5875585378,E
2294,173.684858786,65.6384062674,A
2295,171.129310701,64.2126819378,C
2296,173.447370492,63.6740121092,D
2297,183.427887831,71.0235427655,C
2298,167.927825912,64.0579838859,A
2299,171.215969525,63.5625832946,D
2300,171.709600669,65.1863361277,E
2301,169.212579608,62.1312197782,C
2302,168.72367675,61.6498778874,D
2303,174.573407631,65.6089074622,E
2304,183.491946838,74.0873391697,D
2305,165.686998049,59.3373585296,D
2306,173.981793814,64.1943730393,C
2307,165.177606787,58.6975064274,E
2308,165.798138626,59.5292273236,A
2309,184.841149967,72.0895459303,D
2310,173.731284504,67.3631750652,C
2311,160.890220642,56.3412832984,E
2312,161.908772862,57.151922804,D
2313,164.220845541,58.4449003712,C
2314,171.090656483,62.0985059615,D
2315,170.11499321,63.3915181642,C
2316,171.151850935,63.8173637571,D
2317,164.065723917,59.5128479464,E
2318,165.983484654,59.8430428402,E
2319,178.72142856,70.3340310845,B
2320,179.929962224,69.8896028627,D
2321,164.225486726,56.4103331999,C
2322,164.015571695,59.0535094586,C
2323,181.774921402,72.0285591388,B
2324,174.966756263,65.854146142,B
2325,165.994712009,60.1070359925,E
2326,169.857513307,63.2757333221,E
2327,187.860517363,76.2439983529,C
2328,167.771647279,62.3966480733,E
2329,171.284445785,64.3027483364,D
2330,178.145820555,66.8093892001,B
2331,175.580504958,65.4602789384,C
2332,177.26374708,67.9287109073,E
2333,174.818720073,66.1329185012,E
2334,175.218119235,65.7742039671,C
2335,172.900829434,65.5845374017,D
2336,165.760194505,59.156191572,B
2337,168.720564929,62.2981398663,D
2338,172.960953167,65.054111292,E
2339,174.647356943,67.1990371991,B
2340,168.341810512,61.9104836869,E
2341,170.656336503,63.8978360073,E
2342,163.562509206,58.1376625599,E
2343,172.583510986,63.0298523706,D
2344,169.533468529,63.2463060963,C
2345,183.200257089,71.5605166002,B
2346,172.446417252,64.7490151065,E
2347,173.220802212,66.2811377161,E
2348,182.111560521,71.914212641,C
2349,167.368757689,63.0075000024,B
2350,166.17732836,62.0000444709,E
2351,173.279895625,65.1197668732,B
2352,160.691992496,57.9986614875,C
2353,162.083837733,55.5392697348,E
2354,170.200560003,63.9011751259,B
2355,171.511237293,64.3430090266,B
2356,174.76193514,67.382143991,B
2357,171.757543368,64.2250406985,A
2358,167.499934495,62.146406658,C
2359,174.214528337,66.970334744,C
2360,166.269668605,60.551828616,D
2361,176.367771441,66.9256864514,C
2362,175.047921241,65.6553889359,C
2363,171.959467997,64.713243742,D
2364,184.073872837,72.7893045864,D
2365,163.573451517,57.6377194506,D
2366,169.675202431,63.8282659365,E
2367,170.622436257,63.0136615696,D
2368,174.8109567,66.5288000461,D
2369,168.926267813,61.6783871348,D
2370,170.817421625,62.6496382308,B
2371,171.853505142,66.3793817309,D
2372,176.884191911,68.3960322706,D
2373,177.52730435,68.5546580928,D
2374,172.318415186,64.713015902,D
2375,171.68012809,63.8985410475,D
2376,167.902858002,60.8782054502,E
2377,173.43317655,65.1620026432,C
2378,172.164056296,66.0082049905,E
2379,180.832899282,71.6594737507,D
2380,174.555613993,67.3043308082,B
2381,171.583848415,64.5753602279,D
2382,172.365418478,65.7410936933,C
2383,178.247834594,68.8050988804,C
2384,167.259253223,60.1833065437,C
2385,165.191548487,59.5055747265,D
2386,168.213089282,63.4464042341,D
2387,178.075642975,68.2558255751,E
2388,169.009436974,63.0002711523,D
2389,175.374553667,66.9326957114,B
2390,174.992327679,66.9942265288,E
2391,174.436557815,65.3925644045,A
2392,173.873364259,66.186623423,C
2393,168.551751867,61.2095056691,B
2394,169.427565345,63.589005977,B
2395,168.695794924,61.347767235,B
2396,178.103628911,68.7088123716,D
2397,168.550464472,63.1176883198,C
2398,172.707518798,64.2512355808,A
2399,171.656715473,65.5454431478,C
2400,176.26239831,68.0573833298,E
2401,171.814163687,65.7423125073,C
2402,178.256425425,70.7029597101,B
2403,178.013179045,68.0330787489,D
2404,170.750471015,62.9716212025,B
2405,183.239191357,71.8729228899,C
2406,172.324748684,64.7090911389,B
2407,176.388191031,67.9991558575,E
2408,163.375158285,57.9853255002,D
2409,171.937394869,62.9560671209,E
2410,179.505126923,69.2820760993,E
2411,173.035455867,66.2526974396,E
2412,167.774095788,59.6516907991,E
2413,171.539132484,63.7706944616,E
2414,176.560759021,66.372359231,C
2415,175.827411605,67.4286592303,C
2416,179.159951189,70.320983928,B
2417,162.809276314,59.4306294076,A
2418,171.238152394,64.5399730134,E
2419,167.006342951,62.1477484433,D
2420,165.493461592,60.403070309,E
2421,175.078791779,67.9128490897,C
2422,165.611623067,60.9002696288,B
2423,173.466395887,64.3527496519,B
2424,172.546507628,61.8141576521,E
2425,173.818103992,65.0908243416,B
2426,159.447878122,55.4684543875,E
2427,168.711702683,62.8814688425,D
2428,161.211032296,56.4575527385,E
2429,177.067778389,67.4540716999,D
2430,171.816699206,64.3256093956,C
2431,168.658516272,61.5536962293,B
2432,181.22950345,71.2555748039,A
2433,176.00821096,66.5374018011,C
2434,177.948464612,68.257937125,D
2435,180.403670482,70.0082355002,D
2436,165.968759358,59.4844748757,B
2437,175.972698241,68.1295318788,C
2438,175.815304632,66.994554774,C
2439,174.95653217,68.647712159,C
2440,167.144591532,60.7723428885,B
2441,163.982729891,59.1458608984,C
2442,167.080803234,59.3571862637,E
2443,176.409717935,68.4696471298,E
2444,167.340612848,60.8472454934,E
2445,172.807197722,66.1627929962,D
2446,170.093621632,64.0089953826,C
2447,168.971702857,61.2166845857,D
2448,176.09652093,68.155483415,C
2449,168.935694178,63.0733889595,B
2450,170.944987043,65.2455975447,C
2451,161.340328997,57.2988633838,D
2452,165.641084328,60.4524450817,B
2453,171.364680227,65.1077080121,D
2454,176.294324668,66.5802264987,A
2455,173.15474802,65.9227649933,B
2456,172.988658908,62.3437912612,D
2457,171.621155161,63.9601408304,B
2458,174.664254232,65.1163904238,D
2459,174.724279649,66.6839544274,D
2460,165.361168231,61.2860824193,D
2461,184.432985007,71.9401583526,D
2462,170.48209408,64.6554306574,C
2463,182.922301711,73.289755738,D
2464,173.436786676,65.1119645139,C
2465,171.13099486,62.9266231923,C
2466,164.738218271,60.2448136415,D
2467,166.663978108,60.130859029,C
2468,161.619389634,58.3540941632,E
2469,176.497583881,68.5665471212,E
2470,173.622714408,66.4850342082,C
2471,167.671149455,61.9097679007,D
2472,168.070236762,61.3710121582,E
2473,180.705722118,70.3395498383,B
2474,171.165985854,63.9999694978,E
2475,174.79092589,67.1856439732,D
2476,169.748470095,63.9913699257,C
2477,161.353693121,56.3974058978,D
2478,179.391894327,66.9010670001,C
2479,171.058024479,63.7639845324,D
2480,170.017868414,62.6543363446,E
2481,171.003473913,63.6091095723,D
2482,167.563722926,60.9428840482,A
2483,166.007474667,61.3580827846,D
2484,168.342050246,60.4906336807,E
2485,176.295232326,69.3051287181,E
2486,170.616881672,65.2793261349,D
2487,177.88197965,69.6734622487,D
2488,171.054186553,64.195457655,A
2489,163.990566629,58.0906299356,E
2490,174.87465327,66.3976049601,D
2491,174.134303378,64.9296200134,D
2492,182.506296817,71.8447498244,A
2493,161.677893507,57.3693610224,A
2494,170.922915327,62.8599003444,E
2495,176.331723588,69.0055317646,C
2496,164.932538962,59.6980341989,D
2497,183.716505207,73.2280698089,D
2498,170.581140666,63.860302456,C
2499,164.411201467,59.4128969076,D
2500,164.454753506,59.6425205321,D
2501,177.550705592,68.7593428902,D
2502,176.728357195,67.6561165202,C
2503,173.465777433,66.883122168,C
2504,166.091735992,59.3692377661,C
2505,178.854238344,69.8349868308,A
2506,168.882425333,62.603686291,B
2507,165.212276519,58.3809381771,A
2508,175.256277001,65.8051396611,E
2509,177.944676445,66.2752460321,D
2510,171.657239709,65.9660864488,D
2511,173.50279605,65.0798204791,A
2512,162.216129251,58.3428869185,A
2513,179.359921645,69.5369423556,B
2514,173.270368321,65.3379752119,C
2515,169.938107393,62.7397788166,B
2516,177.271862662,66.7085476444,B
2517,171.614981549,64.0866014985,C
2518,175.283402146,65.0623391058,E
2519,171.044228037,64.40245768,C
2520,158.450157666,52.4705371319,D
2521,167.746732038,59.8562483145,D
2522,164.646133182,60.0016504152,C
2523,167.500107235,59.9253396394,C
2524,169.202250654,62.9134434791,B
2525,177.611884695,67.4898702519,E
2526,174.712220579,66.1075891331,C
2527,163.768064231,59.5861985822,E
2528,167.052264186,60.5889596402,A
2529,171.716412668,63.4014821807,E
2530,176.248545546,65.5594069299,E
2531,156.653965841,54.0349046386,E
2532,180.701710613,69.7200995062,D
2533,173.439932277,64.3395380122,E
2534,171.57177824,63.1295474682,B
2535,163.478042939,60.1896513845,B
2536,174.239920116,66.8686099578,E
2537,174.197524661,66.6231272478,E
2538,167.413560508,59.6405833895,D
2539,176.100432495,68.0527951908,B
2540,174.263338536,66.6719700982,B
2541,170.546938866,61.8957336531,C
2542,176.106113746,65.0505786973,E
2543,169.502560799,62.7086604625,C
2544,169.233591402,61.4648549161,E
2545,183.486305499,71.0951949306,D
2546,167.826854036,61.3417726568,D
2547,179.768231,68.8619102737,E
2548,175.720913676,66.9979894287,E
2549,176.407270682,66.9398680857,B
2550,175.240987504,67.2222744743,B
2551,172.065451568,64.209185136,E
2552,164.612394559,58.6417179016,E
2553,161.516331846,57.0774345276,A
2554,161.573433657,59.4920243569,C
2555,168.992830193,63.3513643329,E
2556,166.549919491,60.3658364664,E
2557,167.096403493,61.2088634509,C
2558,165.755251751,61.3774777634,D
2559,183.099212176,72.2635355718,E
2560,178.351036694,69.4199496961,E
2561,178.113698854,68.8315732125,C
2562,173.472541331,63.5645405268,E
2563,166.055569209,59.1972897202,E
2564,165.31485398,59.8124852963,C
2565,164.998535437,58.2134067203,D
2566,176.161510586,66.8169150503,E
2567,177.02385175,66.785289716,C
2568,173.840996015,66.3872590652,E
2569,174.259682333,65.6751115431,E
2570,164.846908091,59.1159831062,E
2571,168.812430777,61.9438358868,B
2572,151.820155083,48.6813847916,A
2573,170.430275563,63.3036694574,E
2574,165.948822943,59.2988716423,D
2575,169.121260659,61.6541763349,E
2576,164.794545428,58.3108847912,D
2577,166.862089935,60.6114473237,B
2578,163.075009994,58.8412563986,E
2579,171.031966251,64.5933421827,C
2580,179.599798206,68.2864933409,D
2581,172.183208212,63.8992744725,B
2582,171.829348045,63.7132930029,D
2583,178.022939957,68.3793797393,E
2584,177.141926607,67.4961637188,A
2585,171.626261138,64.1235883701,D
2586,176.897129531,68.5377035389,A
2587,178.289924207,70.4424678003,C
2588,171.741923987,64.556469281,E
2589,170.266680666,64.3707796982,B
2590,175.041425942,67.3487148233,B
2591,172.911975816,66.4635438087,D
2592,170.982388044,62.565123565,C
2593,169.475481429,62.2903339163,E
2594,177.37520815,68.1625422878,B
2595,169.935789435,62.0656680701,E
2596,172.921425781,65.4761285187,D
2597,175.823925241,67.7162416715,D
2598,169.45363268,63.3186373144,C
2599,163.010559246,58.7919746365,D
2600,167.463796226,61.7139824097,B
2601,174.784962773,68.7366646018,E
2602,165.604882917,60.3876421005,D
2603,172.923206046,64.0070381284,C
2604,167.649802627,60.9539908008,A
2605,179.878660116,69.9745890467,D
2606,168.222734024,62.5395070667,D
2607,171.389395485,64.7298507359,E
2608,169.154843507,63.5901481739,C
2609,177.10023879,68.5188472766,E
2610,168.83364882,61.7672249498,C
2611,167.641692015,61.8523822117,E
2612,169.603095551,62.1465694981,E
2613,170.671055097,63.4307072142,B
2614,155.264570404,52.4445109585,E
2615,177.132806372,69.2949519736,E
2616,181.258583389,68.4840212268,D
2617,170.411189871,63.0131062928,D
2618,186.907990661,76.6213126172,A
2619,184.588376753,73.7051620603,D
2620,173.190311634,66.143237493,E
2621,154.785091013,52.8814999977,B
2622,171.913248189,63.5083381011,E
2623,170.150412425,63.6109424547,C
2624,181.464819639,70.37467825,B
2625,176.25631607,67.3893870019,B
2626,167.701618566,60.3843130587,B
2627,171.548364904,64.2266216004,E
2628,166.550805916,60.9620142772,E
2629,175.151428204,67.0839198428,D
2630,164.809053893,61.0399123039,B
2631,168.773895489,60.9834924207,E
2632,164.273756768,58.1624711898,E
2633,177.326126048,68.1370576438,D
2634,167.680499845,62.0709326556,B
2635,163.49439257,57.1074906099,D
2636,164.344600293,59.8976525078,D
2637,177.173853652,66.9260419657,C
2638,178.682724201,69.7267481786,B
2639,164.364201478,59.2840635596,C
2640,170.9224043,63.1107432536,B
2641,175.344981761,68.0701909742,B
2642,166.5461099,58.4237763448,D
2643,171.064246604,64.4149044941,D
2644,173.615815634,65.5104152653,E
2645,180.832474272,71.3413339554,E
2646,165.737634563,62.1978149566,D
2647,166.000241269,60.7504940775,E
2648,175.858084168,67.9632459209,C
2649,169.787712144,63.1799861164,C
2650,166.68447503,59.1002551368,E
2651,154.341692182,51.2347763756,C
2652,169.695609707,63.1043811411,D
2653,176.705257375,66.4595047345,C
2654,169.060632778,62.503591892,C
2655,174.428790564,66.7157630498,E
2656,169.16057474,61.6693762953,D
2657,172.079909081,65.0913948975,D
2658,181.334229036,70.5677138999,D
2659,174.315436245,65.4136449326,B
2660,167.185185504,61.8312223313,D
2661,172.172133727,63.4054663062,D
2662,175.409562566,67.5353082477,D
2663,177.193864317,69.1250949359,E
2664,172.164511961,64.4504454469,E
2665,158.44732249,54.9657583574,C
2666,179.035845047,68.9806864766,E
2667,173.44615416,65.3083123015,C
2668,171.474963934,62.9840633814,E
2669,170.935237853,62.8624678735,E
2670,177.977665053,68.3396276428,C
2671,178.881691541,70.9808252696,C
2672,178.815716576,68.8445778386,B
2673,173.421420035,65.1403088983,C
2674,166.020944982,60.0133780076,D
2675,165.974674949,59.9145414708,B
2676,175.07389695,66.7699340932,E
2677,176.26753217,67.8302950802,E
2678,174.31805473,67.8293591349,A
2679,174.771743182,67.0812947749,C
2680,172.664549106,66.1062814837,D
2681,174.040297144,64.646033418,A
2682,175.288184078,66.2514125794,D
2683,166.883618273,59.6499577796,E
2684,175.889165798,67.5646518912,B
2685,174.546447815,64.9477888999,D
2686,169.481816016,61.825665329,C
2687,166.478342702,61.2620031059,D
2688,174.275326544,64.4881853914,C
2689,182.49609925,72.0114284864,A
2690,168.421918721,61.0567054566,E
2691,179.713959088,70.3428482997,C
2692,170.209959422,62.0183975307,B
2693,158.868888355,54.547480973,E
2694,173.606640367,66.2914037187,E
2695,168.542802322,60.8543769965,A
2696,170.042011085,62.6970348592,E
2697,178.51934924,68.8955115437,C
2698,170.577658879,63.2454511965,D
2699,166.929532153,60.1806131628,B
2700,166.655994979,59.1943228004,E
2701,166.171709109,60.6450971704,D
2702,174.864664166,66.5047034741,C
2703,172.726011597,64.8906381527,C
2704,170.190745769,64.1976741852,A
2705,174.479868091,66.8801505406,B
2706,174.290769466,64.3711134473,E
2707,173.511052377,66.5260403047,C
2708,164.096850454,58.98102797,C
2709,170.542694486,64.419495933,C
2710,171.759378814,65.0662077401,A
2711,168.022332108,63.0419718924,B
2712,175.999387148,67.6399251484,E
2713,164.836659009,59.9525473766,C
2714,173.891552876,66.2524775037,E
2715,166.082957943,60.2321145783,E
2716,163.244940193,58.9065376048,A
2717,168.976667505,61.8991830328,E
2718,177.421758173,66.5896913315,E
2719,167.22201384,61.2041220788,A
2720,177.891230359,69.0045038955,D
2721,169.038154686,62.8103688718,D
2722,179.992119542,69.8877989321,C
2723,169.429860634,63.8906572783,C
2724,165.834214012,59.4716398525,D
2725,166.963805968,62.1932208501,C
2726,167.524865341,61.9519819832,D
2727,174.711987662,67.7247288351,D
2728,173.265269962,66.409266983,C
2729,169.82314199,61.7578969154,D
2730,174.764414046,66.58162873,B
2731,180.699897484,71.1586070582,B
2732,177.401924116,66.711597857,B
2733,169.331768556,61.0058876832,B
2734,176.527243497,64.7348800552,E
2735,167.789084784,61.551344805,A
2736,178.434300058,69.4861077321,A
2737,165.261794308,60.069626447,E
2738,174.394565386,66.3309021192,C
2739,165.747147068,60.6909182205,E
2740,173.625519728,65.3532277067,C
2741,175.235797091,67.4177046423,E
2742,168.636609569,62.2707095092,C
2743,180.876754478,70.7924046219,A
2744,179.76114416,71.4789765357,E
2745,173.302296906,63.5699089719,D
2746,170.085795672,63.4272906649,C
2747,166.68327223,60.9877458052,B
2748,178.42117353,68.0065766786,C
2749,174.767603219,66.4290346454,C
2750,168.294139224,60.364842687,D
2751,177.4946033,67.9595961564,A
2752,177.013310057,66.7671073882,B
2753,173.564795296,65.9580495481,B
2754,172.756529701,64.7973211725,C
2755,171.804511799,64.1116469086,E
2756,173.99418656,66.0468355664,C
2757,180.566152846,70.3030337438,D
2758,169.046416899,62.689525721,C
2759,176.417316508,66.4470292321,E
2760,180.603217574,69.1725291245,B
2761,175.590661694,66.0635892327,E
2762,161.259220822,56.1275427218,B
2763,168.246147732,61.7813273449,D
2764,165.002206776,58.3657691838,B
2765,165.543671181,59.7714601482,E
2766,172.508901015,66.264950809,B
2767,168.909479555,61.5354491045,C
2768,178.73635149,70.0323407449,E
2769,165.700634031,59.5388622847,A
2770,173.028221673,65.0099861167,D
2771,174.430590322,66.1249973453,E
2772,180.890058164,70.686038089,D
2773,174.416961895,66.4207190324,A
2774,171.605661917,64.1387440572,E
2775,167.509629729,62.3209964239,E
2776,169.437962477,62.5779272277,D
2777,168.673895724,61.1842418121,D
2778,177.868852109,68.0423505646,D
2779,173.535264167,65.967555636,D
2780,172.511275133,64.3658552965,C
2781,164.152421798,59.1835919598,D
2782,168.758031494,61.8478801656,D
2783,185.121547212,73.1599975799,C
2784,175.457715983,67.5059652013,D
2785,166.152709829,60.2714964384,D
2786,178.080018575,67.0508048801,C
2787,174.282051411,64.1802957833,A
2788,181.985504601,72.0828880877,E
2789,171.905190216,65.0210047924,D
2790,163.690415267,59.872892704,C
2791,175.614516303,65.8892937393,B
2792,171.897304305,64.0151577924,D
2793,184.86219012,73.3593883621,C
2794,165.973931553,60.1651315944,B
2795,167.746877124,61.8825104326,E
2796,183.076057375,72.0074540771,A
2797,169.715177463,61.8335855926,E
2798,180.724067265,70.7007736612,D
2799,171.632618042,65.7170306369,E
2800,170.992336148,63.3231419601,C
2801,167.451802595,59.0619342334,B
2802,172.347121345,63.9297052764,E
2803,176.045453463,66.1885032058,E
2804,176.625714707,66.9376843913,E
2805,179.477924728,68.1302583885,C
2806,167.370748149,60.031806006,D
2807,177.911962956,69.8697969041,D
2808,170.440654888,62.7771780477,B
2809,182.954062218,71.7207700659,E
2810,164.951749193,58.791746591,B
2811,176.856614568,67.478544473,C
2812,153.389050257,50.152085072,E
2813,176.580891099,69.0441424813,D
2814,174.171756533,65.1160822643,E
2815,168.492103794,60.8162365069,D
2816,168.964283327,61.4741215992,D
2817,180.355826221,70.3727350731,E
2818,172.25409615,66.2155172854,C
2819,163.358055155,58.2445153664,C
2820,178.990338873,69.5833013994,B
2821,161.180019922,56.4441648751,D
2822,171.687346377,66.1017352404,C
2823,178.668864784,69.8635473783,C
2824,168.03258209,62.672189404,D
2825,176.627768559,68.180596101,E
2826,165.174778891,58.819427789,D
2827,173.863563251,63.9684326047,B
2828,168.483671069,62.7589137823,A
2829,180.101252299,69.3972272326,C
2830,162.621222745,58.610040358,D
2831,168.625966018,60.3432209788,B
2832,175.587275273,67.441551284,E
2833,171.735956341,64.4976752192,C
2834,173.72813587,66.5090829999,C
2835,171.417298189,64.0201436622,C
2836,161.134393675,56.6815746783,D
2837,161.308805097,58.9114658245,B
2838,173.045685539,63.8488606822,D
2839,181.239250905,70.4736147534,E
2840,171.162224305,61.0340977904,D
2841,175.640966483,68.1618632306,C
2842,163.9229018,58.2190645714,E
2843,176.914630291,67.999656582,B
2844,168.451393526,62.4483622656,E
2845,174.044101286,65.6677682653,B
2846,176.087742625,66.3464691976,D
2847,172.047611153,65.0705692144,E
2848,175.259776237,68.5229554618,B
2849,174.903425987,67.0746575812,D
2850,172.413359815,63.5974244438,E
2851,166.288016811,61.1562387837,E
2852,182.710560537,72.3145182725,C
2853,176.126369476,65.8827617491,E
2854,179.540314752,69.6070443805,E
2855,168.009786986,63.2888541986,B
2856,166.866372342,61.6108354079,B
2857,172.009664723,63.9723989017,E
2858,184.732831406,73.5984001465,B
2859,180.229956461,68.5640708064,E
2860,173.591933579,64.183300078,E
2861,173.521794402,64.91468902,D
2862,166.082156242,58.8161263163,C
2863,180.05434149,68.9355109905,C
2864,175.595884129,68.0190801743,C
2865,159.801700193,56.9468096735,E
2866,167.388999144,60.8862737645,E
2867,179.297213723,69.785613489,E
2868,174.973271696,65.7944124765,C
2869,184.920195932,74.2259318049,C
2870,182.140201532,71.67075502,E
2871,167.953945543,63.8715212132,B
2872,169.819719907,63.3267728173,E
2873,170.228465096,63.9485273276,E
2874,187.133048063,76.9475839565,B
2875,179.060138965,68.7013925544,D
2876,174.857122032,67.4731768976,C
2877,165.495738097,58.8838160016,E
2878,175.584928267,66.6360371966,D
2879,178.423003356,69.7864695968,B
2880,171.495983306,63.5120478291,A
2881,165.115385245,59.8592485971,C
2882,163.273646669,57.0259141662,E
2883,169.830344807,63.8728533491,E
2884,169.982126354,62.2986003412,B
2885,169.971669982,62.8026625258,E
2886,160.464057858,55.8495634876,C
2887,170.591902665,62.4680772547,D
2888,173.227403704,67.4868010447,D
2889,172.655722304,64.2598775692,C
2890,173.109935781,66.0607889947,D
2891,174.533242349,65.3349397717,C
2892,174.722345085,66.3141315302,D
2893,176.047366595,65.529513093,A
2894,163.850130997,59.0895011959,D
2895,169.053891527,62.0312705609,D
2896,161.091362216,57.3996403515,E
2897,173.819251448,65.8702131961,A
2898,175.623464664,65.9521855703,E
2899,165.031811644,61.3134210752,D
2900,175.881044454,67.8059633188,D
2901,170.780924999,65.3288547362,E
2902,175.596169683,67.651285979,D
